      #Energy        TDOS
     -15.90761       0.00000
     -15.89661       0.00000
     -15.88561       0.00000
     -15.87461       0.00000
     -15.86261       0.00000
     -15.85161       0.00000
     -15.84061       0.00000
     -15.82961       0.00000
     -15.81861       0.00000
     -15.80761       0.00000
     -15.79661       0.00000
     -15.78561       0.00000
     -15.77361       0.00000
     -15.76261       0.00000
     -15.75161       0.00000
     -15.74061       0.00000
     -15.72961       0.00000
     -15.71861       0.00000
     -15.70761       0.00000
     -15.69661       0.00000
     -15.68461       0.00000
     -15.67361       0.00000
     -15.66261       0.00000
     -15.65161       0.00000
     -15.64061       0.00000
     -15.62961       0.00000
     -15.61861       0.00000
     -15.60761       0.00000
     -15.59561       0.00000
     -15.58461       0.00000
     -15.57361       0.00000
     -15.56261       0.00000
     -15.55161       0.00000
     -15.54061       0.00000
     -15.52961       0.00000
     -15.51861       0.00000
     -15.50661       0.00000
     -15.49561       0.00000
     -15.48461       0.00000
     -15.47361       0.00000
     -15.46261       0.00000
     -15.45161       0.00000
     -15.44061       0.00000
     -15.42961       0.00000
     -15.41761       0.00000
     -15.40661       0.00000
     -15.39561       0.00000
     -15.38461       0.00000
     -15.37361       0.00000
     -15.36261       0.00000
     -15.35161       0.00000
     -15.34061       0.00001
     -15.32861       0.00003
     -15.31761       0.00016
     -15.30661       0.00071
     -15.29561       0.00280
     -15.28461       0.01006
     -15.27361       0.03279
     -15.26261       0.09688
     -15.25161       0.25950
     -15.23961       0.62990
     -15.22861       1.38600
     -15.21761       2.76500
     -15.20661       5.00000
     -15.19561       8.19500
     -15.18461      12.18000
     -15.17361      16.40000
     -15.16261      20.02000
     -15.15061      22.16000
     -15.13961      22.24000
     -15.12861      20.22000
     -15.11761      16.67000
     -15.10661      12.46000
     -15.09561       8.44100
     -15.08461       5.18400
     -15.07361       2.88600
     -15.06161       1.45900
     -15.05061       0.67740
     -15.03961       0.31290
     -15.02861       0.21130
     -15.01761       0.32060
     -15.00661       0.69650
     -14.99561       1.49700
     -14.98461       2.95100
     -14.97361       5.28100
     -14.96161       8.57000
     -14.95061      12.61000
     -14.93961      16.81000
     -14.92861      20.32000
     -14.91761      22.27000
     -14.90661      22.12000
     -14.89561      19.92000
     -14.88461      16.26000
     -14.87261      12.04000
     -14.86161       8.08800
     -14.85061       4.96500
     -14.83961       2.87100
     -14.82861       1.77600
     -14.81761       1.59100
     -14.80661       2.29500
     -14.79561       3.95900
     -14.78361       6.66400
     -14.77261      10.33000
     -14.76161      14.60000
     -14.75061      18.77000
     -14.73961      22.07000
     -14.72861      23.90000
     -14.71761      24.21000
     -14.70661      23.53000
     -14.69461      22.74000
     -14.68361      22.58000
     -14.67261      23.25000
     -14.66161      24.33000
     -14.65061      25.11000
     -14.63961      25.04000
     -14.62861      24.14000
     -14.61761      22.94000
     -14.60561      22.19000
     -14.59461      22.34000
     -14.58361      23.23000
     -14.57261      24.17000
     -14.56161      24.35000
     -14.55061      23.33000
     -14.53961      21.33000
     -14.52861      19.17000
     -14.51661      17.84000
     -14.50561      18.05000
     -14.49461      19.92000
     -14.48361      23.02000
